Product;Like;Buy;Try;Belief;Age;Gender;Education;Income;Politics_1;Duration__in_seconds_;Gender_4_TEXT;Atlantic;Line;id;Group
Nuggets;2;1;1;75;60;1;8;4;4;208;;1;4;445;Control
Meatballs;2;2;1;65;60;1;8;4;4;208;;1;4;445;Control
Burger;6;7;1;70;27;2;4;2;1;133;;1;4;452;Nine
Sausages;4;5;1;55;27;2;4;2;1;133;;1;4;452;Nine
Nuggets;6;7;1;80;27;2;4;2;1;133;;1;4;452;Nine
Meatballs;4;5;1;50;27;2;4;2;1;133;;1;4;452;Nine
Burger;3;5;1;50;18;2;4;4;3;105;;1;4;455;Control
Sausages;2;2;0;20;18;2;4;4;3;105;;1;4;455;Control
Nuggets;2;2;0;16;18;2;4;4;3;105;;1;4;455;Control
Meatballs;2;2;0;11;18;2;4;4;3;105;;1;4;455;Control
Burger;5;3;1;74;53;2;7;4;4;149;;1;4;460;Nine
Sausages;5;4;1;75;53;2;7;4;4;149;;1;4;460;Nine
Nuggets;4;3;1;74;53;2;7;4;4;149;;1;4;460;Nine
Meatballs;5;4;1;76;53;2;7;4;4;149;;1;4;460;Nine
Burger;5;3;1;81;40;2;5;4;2;304;;1;4;462;Control
Sausages;2;2;0;42;40;2;5;4;2;304;;1;4;462;Control
Nuggets;3;3;1;81;40;2;5;4;2;304;;1;4;462;Control
Meatballs;2;3;1;82;40;2;5;4;2;304;;1;4;462;Control
Burger;4;4;1;56;34;1;6;2;1;95;;1;4;469;Control
